User,Film,Rating
Metacritic User Score,The Pursuit of Happyness,3.6
Metacritic User Score,The Time Traveler's Wife,3.95
Metacritic User Score,V for Vendetta,3.8
Metacritic User Score,Zodiac,4.2
Metacritic User Score,Zombieland,4.3
Metacritic User Score,Hitch,4.05
Metacritic User Score,Indiana Jones and the Kingdom of the Crystal Skull,2.7
Metacritic User Score,Inkheart,3.05
Metacritic User Score,Invictus,3.55
Metacritic User Score,Junebug,3.95
Metacritic User Score,Ocean's Thirteen,3.25
Metacritic User Score,P.S. I Love You,3.45
Metacritic User Score,Paranormal Activity,2.95
Metacritic User Score,Race to Witch Mountain,3.0
Metacritic User Score,Rachel Getting Married,2.85
Metacritic User Score,Revolutionary Road,3.7
Metacritic User Score,Righteous Kill,2.45
Metacritic User Score,Get Smart,3.45
Metacritic User Score,Friday the 13th,3.15
Metacritic User Score,G-Force,2.25
